NÚMERO;DESCRIPCIÓN;SEDE;CIUDAD; PRECIO VENTA 
LAB-59;RECUENTO DE RETICULOCITOS;;DUITAMA;24.000
LAB-59;RECUENTO DE RETICULOCITOS;;FLORENCIA;18.100
LAB-59;RECUENTO DE RETICULOCITOS;;IBAGUE;16.400
LAB-59;RECUENTO DE RETICULOCITOS;;NEIVA;18.350
LAB-59;RECUENTO DE RETICULOCITOS;;PEREIRA;16.300
LAB-59;RECUENTO DE RETICULOCITOS;;POPAYAN;22.300
LAB-59;RECUENTO DE RETICULOCITOS;;SAN ANDRES- ISLA;20.800
LAB-59;RECUENTO DE RETICULOCITOS;;TUMACO;38.900
LAB-59;RECUENTO DE RETICULOCITOS;;VALLEDUPAR;90.700
LAB-59;RECUENTO DE RETICULOCITOS;;VILLAVICENCIO;22.050
LAB-6;HEMOGRAMA;;ACACIAS;19.600
LAB-6;HEMOGRAMA;;AGUACHICA;30.450
LAB-6;HEMOGRAMA;;APARTADO;39.300
LAB-6;HEMOGRAMA;;ARAUCA;28.000
LAB-6;HEMOGRAMA;;ARMENIA;25.800
LAB-6;HEMOGRAMA;;BARBOSA SANTANDER;32.900
LAB-6;HEMOGRAMA;;BARRANCABERMEJA;19.000
LAB-6;HEMOGRAMA;;BARRANQUILLA II;21.700
LAB-6;HEMOGRAMA;;BUCARAMANGA 3;29.600
LAB-6;HEMOGRAMA;;BUENAVENTURA;38.900
LAB-6;HEMOGRAMA;;BUGA;26.500
LAB-6;HEMOGRAMA;;CAJICA;22.400
LAB-6;HEMOGRAMA;;CARTAGENA;21.700
LAB-6;HEMOGRAMA;;CARTAGO;24.400
LAB-6;HEMOGRAMA;;CAUCASIA;33.750
LAB-6;HEMOGRAMA;;CHIA;19.700
LAB-6;HEMOGRAMA;;CUCUTA;19.700
LAB-6;HEMOGRAMA;;DUITAMA;22.200
LAB-6;HEMOGRAMA;;ESPINAL;18.200
LAB-6;HEMOGRAMA;;FLORENCIA;24.300
LAB-6;HEMOGRAMA;;FUNZA II;18.700
LAB-6;HEMOGRAMA;;GIRARDOT;22.400
LAB-6;HEMOGRAMA;;IBAGUE;19.950
LAB-6;HEMOGRAMA;;IPIALES I;26.500
LAB-6;HEMOGRAMA;;MADRID II;18.700
LAB-6;HEMOGRAMA;;MANIZALES 3;22.800
LAB-6;HEMOGRAMA;;MITU;68.000
LAB-6;HEMOGRAMA;;MONTELIBANO;33.750
LAB-6;HEMOGRAMA;;MONTERIA;26.650
LAB-6;HEMOGRAMA;;MOSQUERA;28.000
LAB-6;HEMOGRAMA;;NEIVA;25.800
LAB-6;HEMOGRAMA;;OCAÑA;38.600
LAB-6;HEMOGRAMA;;PASTO;20.700
LAB-6;HEMOGRAMA;;PEREIRA;21.500
LAB-6;HEMOGRAMA;;PITALITO;29.200
LAB-6;HEMOGRAMA;;PLANETA RICA;38.200
LAB-6;HEMOGRAMA;;POPAYAN;24.800
LAB-6;HEMOGRAMA;;PUERTO ASIS;30.000
LAB-6;HEMOGRAMA;;PUERTO BERRIO;30.000
LAB-6;HEMOGRAMA;;PUERTO GAITAN;13.900
LAB-6;HEMOGRAMA;;PUERTO TEJADA;29.300
LAB-6;HEMOGRAMA;;QUIBDO;38.500
LAB-6;HEMOGRAMA;;RIOHACHA;41.600
LAB-6;HEMOGRAMA;;SAN ANDRES- ISLA;34.700
LAB-6;HEMOGRAMA;;SAN GIL;32.300
LAB-6;HEMOGRAMA;;SAN JOSE DEL GUAVIARE;24.950
LAB-6;HEMOGRAMA;;SANTA MARTA;22.200
LAB-6;HEMOGRAMA;;SANTAFE DE ANTIOQUIA;40.800
LAB-6;HEMOGRAMA;;SINCELEJO;23.850
LAB-6;HEMOGRAMA;;SOACHA;25.700
LAB-6;HEMOGRAMA;;SOGAMOSO;41.300
LAB-6;HEMOGRAMA;;SOLEDAD;20.000
LAB-6;HEMOGRAMA;;TOCANCIPA;27.700
LAB-6;HEMOGRAMA;;TULUA;29.150
LAB-6;HEMOGRAMA;;TUMACO;30.400
LAB-6;HEMOGRAMA;;TURBO;21.100
LAB-6;HEMOGRAMA;;VALLEDUPAR;22.500
LAB-6;HEMOGRAMA;;VILLAVICENCIO;25.550
LAB-6;HEMOGRAMA;;YOPAL;28.550
LAB-62;TITULACIÓN ANTICUERPOS PARA HEPATITIS A;;BARRANQUILLA II;102.600
LAB-62;TITULACIÓN ANTICUERPOS PARA HEPATITIS A;;IBAGUE;68.900
LAB-62;TITULACIÓN ANTICUERPOS PARA HEPATITIS A;;VILLAVICENCIO;81.850
LAB-64;ALCOHOL EN SALIVA;;ACACIAS;54.950
LAB-64;ALCOHOL EN SALIVA;;AGUACHICA;46.000
LAB-64;ALCOHOL EN SALIVA;;APARTADO;58.000
LAB-64;ALCOHOL EN SALIVA;;ARAUCA;66.700
LAB-64;ALCOHOL EN SALIVA;;ARMENIA;43.500
LAB-64;ALCOHOL EN SALIVA;;BARRANCABERMEJA;33.750
LAB-64;ALCOHOL EN SALIVA;;BARRANQUILLA II;27.800
LAB-64;ALCOHOL EN SALIVA;;BUCARAMANGA 3;32.550
LAB-64;ALCOHOL EN SALIVA;;BUENAVENTURA;73.700
LAB-64;ALCOHOL EN SALIVA;;BUGA;54.950
LAB-64;ALCOHOL EN SALIVA;;CAJICA;46.400
LAB-64;ALCOHOL EN SALIVA;;CARTAGENA;28.350
LAB-64;ALCOHOL EN SALIVA;;CARTAGO;35.700
LAB-64;ALCOHOL EN SALIVA;;CUCUTA;45.050
LAB-64;ALCOHOL EN SALIVA;;DUITAMA;42.950
LAB-64;ALCOHOL EN SALIVA;;FLORENCIA;27.800
LAB-64;ALCOHOL EN SALIVA;;FUNZA II;41.300
LAB-64;ALCOHOL EN SALIVA;;IPIALES I;44.000
LAB-64;ALCOHOL EN SALIVA;;MADRID II;41.300
LAB-64;ALCOHOL EN SALIVA;;MANIZALES 3;28.350
LAB-64;ALCOHOL EN SALIVA;;MONTERIA;30.300
LAB-64;ALCOHOL EN SALIVA;;MOSQUERA;47.000
LAB-64;ALCOHOL EN SALIVA;;NEIVA;43.500
LAB-64;ALCOHOL EN SALIVA;;PASTO;28.350
LAB-64;ALCOHOL EN SALIVA;;PEREIRA;50.400
LAB-64;ALCOHOL EN SALIVA;;PITALITO;45.300
LAB-64;ALCOHOL EN SALIVA;;POPAYAN;43.500
LAB-64;ALCOHOL EN SALIVA;;PUERTO ASIS;84.600
LAB-64;ALCOHOL EN SALIVA;;PUERTO BERRIO;46.000
LAB-64;ALCOHOL EN SALIVA;;PUERTO GAITAN;37.300
LAB-64;ALCOHOL EN SALIVA;;PUERTO TEJADA;49.650
LAB-64;ALCOHOL EN SALIVA;;QUIBDO;180.000
LAB-64;ALCOHOL EN SALIVA;;RIOHACHA;71.550
LAB-64;ALCOHOL EN SALIVA;;SINCELEJO;33.600
LAB-64;ALCOHOL EN SALIVA;;SOACHA;58.300
LAB-64;ALCOHOL EN SALIVA;;SOGAMOSO;60.000
LAB-64;ALCOHOL EN SALIVA;;TOCANCIPA;48.300
LAB-64;ALCOHOL EN SALIVA;;TULUA;30.700
LAB-64;ALCOHOL EN SALIVA;;VALLEDUPAR;46.100
LAB-64;ALCOHOL EN SALIVA;;VILLAVICENCIO;51.650
LAB-64;ALCOHOL EN SALIVA;;YOPAL;66.100
LAB-7;FROTIS DE GARGANTA;;ACACIAS;17.900
LAB-7;FROTIS DE GARGANTA;;AGUACHICA;25.000
LAB-7;FROTIS DE GARGANTA;;APARTADO;25.500
LAB-7;FROTIS DE GARGANTA;;ARAUCA;22.600
LAB-7;FROTIS DE GARGANTA;;ARMENIA;21.600
LAB-7;FROTIS DE GARGANTA;;BARBOSA SANTANDER;18.600
LAB-7;FROTIS DE GARGANTA;;BARRANCABERMEJA;14.200
LAB-7;FROTIS DE GARGANTA;;BARRANQUILLA II;14.496
LAB-7;FROTIS DE GARGANTA;;BUCARAMANGA 3;14.250
LAB-7;FROTIS DE GARGANTA;;BUENAVENTURA;34.300
LAB-7;FROTIS DE GARGANTA;;BUGA;16.900
LAB-7;FROTIS DE GARGANTA;;CAJICA;16.700
LAB-7;FROTIS DE GARGANTA;;CARTAGENA;14.500
LAB-7;FROTIS DE GARGANTA;;CARTAGO;21.200
LAB-7;FROTIS DE GARGANTA;;CAUCASIA;27.700
LAB-7;FROTIS DE GARGANTA;;CHIA;17.900
LAB-7;FROTIS DE GARGANTA;;CUCUTA;14.900
LAB-7;FROTIS DE GARGANTA;;DUITAMA;22.200
LAB-7;FROTIS DE GARGANTA;;ESPINAL;20.800
LAB-7;FROTIS DE GARGANTA;;FLORENCIA;16.500
LAB-7;FROTIS DE GARGANTA;;FUNZA II;18.450
LAB-7;FROTIS DE GARGANTA;;GIRARDOT;17.100
LAB-7;FROTIS DE GARGANTA;;IBAGUE;14.900
LAB-7;FROTIS DE GARGANTA;;IPIALES I;18.700
LAB-7;FROTIS DE GARGANTA;;LETICIA;21.200
LAB-7;FROTIS DE GARGANTA;;LORICA;26.650
LAB-7;FROTIS DE GARGANTA;;MADRID II;18.450
LAB-7;FROTIS DE GARGANTA;;MANIZALES 3;14.720
LAB-7;FROTIS DE GARGANTA;;MONTELIBANO;27.700
LAB-7;FROTIS DE GARGANTA;;MONTERIA;24.600
LAB-7;FROTIS DE GARGANTA;;MOSQUERA;19.500
LAB-7;FROTIS DE GARGANTA;;NEIVA;16.650
LAB-7;FROTIS DE GARGANTA;;OCAÑA;22.400
LAB-7;FROTIS DE GARGANTA;;PASTO;14.250
LAB-7;FROTIS DE GARGANTA;;PEREIRA;14.900
LAB-7;FROTIS DE GARGANTA;;PITALITO;20.000
LAB-7;FROTIS DE GARGANTA;;POPAYAN;17.500
LAB-7;FROTIS DE GARGANTA;;PUERTO ASIS;26.100
LAB-7;FROTIS DE GARGANTA;;PUERTO BERRIO;26.300
LAB-7;FROTIS DE GARGANTA;;PUERTO CARREÑO;39.550
LAB-7;FROTIS DE GARGANTA;;PUERTO GAITAN;13.300
LAB-7;FROTIS DE GARGANTA;;PUERTO TEJADA;23.300
LAB-7;FROTIS DE GARGANTA;;QUIBDO;33.300
LAB-7;FROTIS DE GARGANTA;;RIOHACHA;29.200
LAB-7;FROTIS DE GARGANTA;;SAN ANDRES- ISLA;28.800
LAB-7;FROTIS DE GARGANTA;;SAN GIL;16.650
LAB-7;FROTIS DE GARGANTA;;SAN JOSE DEL GUAVIARE;26.200
LAB-7;FROTIS DE GARGANTA;;SANTA MARTA;14.400
LAB-7;FROTIS DE GARGANTA;;SANTAFE DE ANTIOQUIA;32.700
LAB-7;FROTIS DE GARGANTA;;SEGOVIA;30.450
LAB-7;FROTIS DE GARGANTA;;SINCELEJO;24.900
LAB-7;FROTIS DE GARGANTA;;SOACHA;22.400
LAB-7;FROTIS DE GARGANTA;;SOGAMOSO;24.000
LAB-7;FROTIS DE GARGANTA;;SOLEDAD;9.800
LAB-7;FROTIS DE GARGANTA;;TOCANCIPA;20.300
LAB-7;FROTIS DE GARGANTA;;TULUA;17.950
LAB-7;FROTIS DE GARGANTA;;TUMACO;33.400
LAB-7;FROTIS DE GARGANTA;;TUNJA;17.900
LAB-7;FROTIS DE GARGANTA;;TURBO;20.700
LAB-7;FROTIS DE GARGANTA;;VALLEDUPAR;20.800
LAB-7;FROTIS DE GARGANTA;;VILLAVICENCIO;17.300
LAB-7;FROTIS DE GARGANTA;;YOPAL;19.100
LAB-74;ACIDO URICO;;AGUACHICA;19.200
LAB-74;ACIDO URICO;;APARTADO;15.100
LAB-74;ACIDO URICO;;ARMENIA;19.600
LAB-74;ACIDO URICO;;BARRANQUILLA II;26.200
LAB-74;ACIDO URICO;;BUCARAMANGA 3;14.250
LAB-74;ACIDO URICO;;BUENAVENTURA;51.200
LAB-74;ACIDO URICO;;CAJICA;21.000
LAB-74;ACIDO URICO;;CARTAGENA;26.400
LAB-74;ACIDO URICO;;CHIA;18.700
LAB-74;ACIDO URICO;;CUCUTA;18.450
LAB-74;ACIDO URICO;;DUITAMA;17.750
LAB-74;ACIDO URICO;;FUNZA II;16.700
LAB-74;ACIDO URICO;;IBAGUE;16.900
LAB-74;ACIDO URICO;;MANIZALES 3;30.650
LAB-74;ACIDO URICO;;MONTERIA;26.650
LAB-74;ACIDO URICO;;MOSQUERA;21.200
LAB-74;ACIDO URICO;;NEIVA;19.900
LAB-74;ACIDO URICO;;OCAÑA;18.900
LAB-74;ACIDO URICO;;PEREIRA;20.600
LAB-74;ACIDO URICO;;POPAYAN;21.400
LAB-74;ACIDO URICO;;RIOHACHA;34.100
LAB-74;ACIDO URICO;;SANTA MARTA;12.600
LAB-74;ACIDO URICO;;SINCELEJO;25.450
LAB-74;ACIDO URICO;;SOGAMOSO;24.000
LAB-74;ACIDO URICO;;TUNJA;20.700
LAB-74;ACIDO URICO;;VALLEDUPAR;16.900
LAB-74;ACIDO URICO;;VILLAVICENCIO;26.500
LAB-74;ACIDO URICO;;YOPAL;25.000
LAB-8;FACTOR REMATOIDEO;;ACACIAS;56.900
LAB-8;FACTOR REMATOIDEO;;AGUACHICA;58.000
LAB-8;FACTOR REMATOIDEO;;APARTADO;97.800
LAB-8;FACTOR REMATOIDEO;;ARAUCA;49.200
LAB-8;FACTOR REMATOIDEO;;ARMENIA;27.900
LAB-8;FACTOR REMATOIDEO;;BARBOSA SANTANDER;25.600
LAB-8;FACTOR REMATOIDEO;;BARRANCABERMEJA;21.700
LAB-8;FACTOR REMATOIDEO;;BARRANQUILLA II;25.700
LAB-8;FACTOR REMATOIDEO;;BUCARAMANGA 3;44.000
LAB-8;FACTOR REMATOIDEO;;BUENAVENTURA;54.300
LAB-8;FACTOR REMATOIDEO;;BUGA;38.700
LAB-8;FACTOR REMATOIDEO;;CAJICA;33.700
LAB-8;FACTOR REMATOIDEO;;CARTAGENA;25.900
LAB-8;FACTOR REMATOIDEO;;CARTAGO;61.700
LAB-8;FACTOR REMATOIDEO;;CAUCASIA;32.300
LAB-8;FACTOR REMATOIDEO;;CHIA;31.000
LAB-8;FACTOR REMATOIDEO;;CUCUTA;19.700
LAB-8;FACTOR REMATOIDEO;;DUITAMA;42.200
LAB-8;FACTOR REMATOIDEO;;ESPINAL;30.450
LAB-8;FACTOR REMATOIDEO;;FLORENCIA;26.200
LAB-8;FACTOR REMATOIDEO;;FUNZA II;19.850
LAB-8;FACTOR REMATOIDEO;;IBAGUE;29.200
LAB-8;FACTOR REMATOIDEO;;IPIALES I;33.800
LAB-8;FACTOR REMATOIDEO;;LORICA;42.950
LAB-8;FACTOR REMATOIDEO;;MADRID II;19.850
LAB-8;FACTOR REMATOIDEO;;MANIZALES 3;35.100
LAB-8;FACTOR REMATOIDEO;;MONTELIBANO;32.300
LAB-8;FACTOR REMATOIDEO;;MONTERIA;37.950
LAB-8;FACTOR REMATOIDEO;;MOSQUERA;30.200
LAB-8;FACTOR REMATOIDEO;;NEIVA;45.000
LAB-8;FACTOR REMATOIDEO;;OCAÑA;41.900
LAB-8;FACTOR REMATOIDEO;;PASTO;29.700
LAB-8;FACTOR REMATOIDEO;;PEREIRA;19.900
LAB-8;FACTOR REMATOIDEO;;PITALITO;34.700
LAB-8;FACTOR REMATOIDEO;;POPAYAN;60.000
LAB-8;FACTOR REMATOIDEO;;PUERTO ASIS;61.700
LAB-8;FACTOR REMATOIDEO;;PUERTO BERRIO;59.800
LAB-8;FACTOR REMATOIDEO;;PUERTO GAITAN;28.850
LAB-8;FACTOR REMATOIDEO;;PUERTO TEJADA;54.300
LAB-8;FACTOR REMATOIDEO;;QUIBDO;77.300
LAB-8;FACTOR REMATOIDEO;;RIOHACHA;19.700
LAB-8;FACTOR REMATOIDEO;;SAN ANDRES- ISLA;33.700
LAB-8;FACTOR REMATOIDEO;;SAN GIL;17.500
LAB-8;FACTOR REMATOIDEO;;SAN JOSE DEL GUAVIARE;67.250
LAB-8;FACTOR REMATOIDEO;;SANTA MARTA;18.900
LAB-8;FACTOR REMATOIDEO;;SINCELEJO;41.450
LAB-8;FACTOR REMATOIDEO;;SOACHA;49.300
LAB-8;FACTOR REMATOIDEO;;SOGAMOSO;51.900
LAB-8;FACTOR REMATOIDEO;;SOLEDAD;54.300
LAB-8;FACTOR REMATOIDEO;;TOCANCIPA;25.000
LAB-8;FACTOR REMATOIDEO;;TULUA;20.000
LAB-8;FACTOR REMATOIDEO;;TUMACO;38.500
LAB-8;FACTOR REMATOIDEO;;TURBO;42.700
LAB-8;FACTOR REMATOIDEO;;VALLEDUPAR;19.200
LAB-8;FACTOR REMATOIDEO;;VILLAVICENCIO;30.750
LAB-8;FACTOR REMATOIDEO;;YOPAL;29.150
LAB-89;ANTIGENO PROSTATICO;;IBAGUE;92.750
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;ACACIAS;50.150
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;AGUACHICA;47.100
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;APARTADO;73.500
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;ARAUCA;64.050
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;ARMENIA;49.000
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;BARBOSA SANTANDER;62.800
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;BARRANCABERMEJA;35.300
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;BARRANQUILLA II;37.850
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;BUCARAMANGA 3;35.300
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;BUENAVENTURA;97.200
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;BUGA;44.250
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;CAJICA;39.300
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;CARTAGENA;37.850
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;CARTAGO;51.000
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;CAUCASIA;62.350
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;CHIA;46.100
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;CUCUTA;43.900
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;DUITAMA;40.000
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;ESPINAL;50.600
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;FLORENCIA;44.550
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;FUNZA II;33.950
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;GIRARDOT;40.000
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;IBAGUE;43.150
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;INIRIDA;131.450
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;IPIALES I;46.250
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;LETICIA;70.850
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;LORICA;47.400
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;MADRID II;33.950
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;MANIZALES 3;45.500
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;MITU;122.350
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;MONTELIBANO;62.350
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;MONTERIA;50.800
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;MOSQUERA;42.700
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;NEIVA;40.500
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;OCAÑA;59.700
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PASTO;50.250
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PEREIRA;45.800
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PITALITO;52.300
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PLANETA RICA;65.850
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;POPAYAN;56.400
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PUERTO ASIS;101.500
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PUERTO BERRIO;58.000
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PUERTO CARREÑO;113.150
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PUERTO GAITAN;37.000
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;PUERTO TEJADA;55.500
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;QUIBDO;78.800
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;RIOHACHA;60.450
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SAN ANDRES- ISLA;93.500
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SAN GIL;41.800
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SAN JOSE DEL GUAVIARE;76.900
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SANTA MARTA;38.600
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SANTAFE DE ANTIOQUIA;85.550
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SEGOVIA;60.000
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SINCELEJO;43.150
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SOACHA;45.700
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;SOLEDAD;36.300
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;TOCANCIPA;41.450
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;TULUA;40.500
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;TUMACO;50.600
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;TUNJA;38.900
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;TURBO;51.950
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;VALLEDUPAR;40.200
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;VILLAGARZON;90.650
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;VILLAVICENCIO;46.750
MD-1;EXAMEN MEDICO OCUPACIONAL DE INGRESO;;YOPAL;49.900
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;ACACIAS;50.150
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;AGUACHICA;47.100
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;APARTADO;73.500
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;ARAUCA;64.050
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;ARMENIA;49.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;BARBOSA SANTANDER;62.800
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;BARRANCABERMEJA;35.300
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;BARRANQUILLA II;37.850
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;BUCARAMANGA 3;35.300
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;BUENAVENTURA;94.800
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;BUGA;44.250
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;CAJICA;39.300
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;CARTAGENA;37.850
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;CARTAGO;51.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;CAUCASIA;62.350
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;CHIA;46.100
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;CUCUTA;43.900
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;DUITAMA;40.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;ESPINAL;50.600
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;FLORENCIA;44.550
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;FUNZA II;33.950
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;GIRARDOT;40.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;IBAGUE;43.150
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;INIRIDA;131.450
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;IPIALES I;46.250
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;LETICIA;70.850
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;LORICA;47.400
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;MADRID II;32.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;MANIZALES 3;45.500
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;MONTELIBANO;62.350
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;MONTERIA;50.800
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;MOSQUERA;42.700
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;NEIVA;40.500
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;OCAÑA;59.700
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PASTO;50.250
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PEREIRA;45.800
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PITALITO;52.300
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PLANETA RICA;65.850
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;POPAYAN;56.400
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PUERTO ASIS;101.500
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PUERTO BERRIO;58.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PUERTO CARREÑO;113.150
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PUERTO GAITAN;37.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;PUERTO TEJADA;55.500
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;QUIBDO;78.800
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;RIOHACHA;60.450
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SAN ANDRES- ISLA;93.500
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SAN GIL;41.800
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SAN JOSE DEL GUAVIARE;76.900
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SANTA MARTA;38.600
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SEGOVIA;60.000
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SINCELEJO;43.150
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SOACHA;45.700
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;SOLEDAD;36.300
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;TOCANCIPA;41.450
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;TULUA;40.500
MD-2;EXAMEN MEDICO OCUPACIONAL PERIODICO;;TUMACO;50.600
